cell_id,zone_id,elevation,slope,distance_to_river_m,pre2021_landslide_pct,distance_to_old_landslide_m,event_impact_pct,impacted_2021
5384,MEL_Z10,950.0,13.828494,256.45069338619254,0.0,199.85408269153658,0.0,0
5385,MEL_Z10,1114.0,18.004162,347.53598629737417,0.0,234.03738092504332,0.0,0
5386,MEL_Z10,1127.0,31.138372,323.7598374158039,7.8261708521251,61.02430916792848,0.0,0
5387,MEL_Z10,1115.0,27.75582,418.9859540994882,0.0,134.72843534391492,0.0,0
5388,MEL_Z10,1093.0,30.615124,468.05660117733487,0.0,384.7279576843173,0.0,0
5389,MEL_Z10,1146.0,25.316908,479.47604763165884,0.0,361.7676480629922,0.0,0
5390,MEL_Z10,1126.0,45.730965,508.49291455423145,0.03299509026746175,111.77702636904934,0.0,0
5391,MEL_Z10,1171.0,33.732365,460.00920392530656,3.5035020537188446,17.64487527671902,1.9531475556014761,1
5392,MEL_Z10,1039.0,24.01308,494.3910717273359,0.0,142.58609573998226,0.0,0
5393,MEL_Z10,1055.0,27.387592,366.5012433304287,0.0,246.94717499147748,0.0,0
5394,MEL_Z10,1097.0,17.831476,331.27773043389095,0.0,371.336557606249,0.0,0
5395,MEL_Z10,1090.0,16.466053,379.1721443240576,0.0,428.20706858232535,0.24596023801126454,0
5396,MEL_Z10,1110.0,30.763855,451.0055064080453,0.0,504.4150316878739,0.0,0
5397,MEL_Z09,1166.0,14.140649,499.10727525847136,0.0,402.45314340202606,0.0,0
5398,MEL_Z09,1121.0,12.625546,602.4845581019264,0.0,431.999328513085,0.0,0
5399,MEL_Z09,1151.0,28.633503,688.7718639430584,0.0,579.6078889652536,0.0,0
5400,MEL_Z09,1171.0,32.863873,715.3923700604588,0.0,771.4994491874685,0.0,0
5401,MEL_Z09,1201.0,19.890371,780.3463271599892,0.0,705.788048484311,0.0,0
5402,MEL_Z09,1201.0,17.285707,874.5889737541951,0.0,721.7421835799328,0.0,0
5403,MEL_Z09,1138.0,18.232088,895.7499708880454,0.0,653.0293074921846,0.0,0
5404,MEL_Z09,1218.0,34.34213,928.156174319732,0.0,504.05089535374896,0.0,0
5405,MEL_Z09,1343.0,28.81357,924.2142713711295,0.0,441.8127763088791,0.0,0
5406,MEL_Z09,1424.0,32.51807,955.5538168753341,0.0,330.0303777086965,0.0,0
5407,MEL_Z09,1520.0,31.842058,1045.3159302392198,1.2673280269261684,126.98575469977754,0.0,0
5408,MEL_Z09,1631.0,41.19301,1180.9714631896454,0.0,173.11192593175755,0.0,0
5409,MEL_Z09,1681.0,22.441889,1349.3144934101692,0.0,196.27119924840272,0.0,0
5410,MEL_Z09,1748.0,20.809721,1518.6086642799849,0.0,205.36762657102005,0.0,0
5411,MEL_Z08,1823.0,25.589521,1569.347845155897,0.0,225.8331426926124,0.0,0
5412,MEL_Z08,1952.0,27.6623,1635.3811253241595,1.0206335349420645,100.87205798283225,0.0,0
5413,MEL_Z08,2022.0,20.891827,1629.2485778512562,0.0,175.85392853223215,0.0,0
5414,MEL_Z08,1999.0,19.719215,1540.4730436661127,0.0,309.12864681293144,0.0,0
5415,MEL_Z08,1922.0,35.79667,1444.3081174758154,0.0,186.9951907272633,0.0,0
5416,MEL_Z08,1977.0,30.332603,1268.6004629308466,0.0,143.9697054882035,0.0,0
5417,MEL_Z08,1915.0,26.64444,1114.5501724277924,0.0,201.67885661576955,0.0,0
5418,MEL_Z08,1904.0,37.991516,953.6925454487488,0.0,326.728581477184,0.0,0
5419,MEL_Z08,1909.0,25.254934,815.2579567947151,0.0,297.49647772793895,0.0,0
5420,MEL_Z08,1831.0,37.454105,731.9029712654237,1.4483804260255249,47.86421637000807,0.0,0
5421,MEL_Z07,1807.0,33.74164,723.9313278156735,0.0,174.6671796245374,0.0,0
5422,MEL_Z07,1788.0,37.46392,723.5031983922612,0.04963931730340644,117.51415004795722,0.0,0
5423,MEL_Z07,1838.0,29.497541,541.7710732556645,0.0,224.0730507559415,0.0,0
5424,MEL_Z07,1684.0,37.418877,362.45791219250117,0.0,409.3346938809145,0.0,0
5425,MEL_Z07,1465.0,43.117054,113.02228599546827,0.0,235.30546739688617,0.0,0
5426,MEL_Z07,1411.0,42.191597,118.11748447355549,2.099936637050718,15.682442138655924,0.27746502866063966,0
5427,MEL_Z07,1631.0,45.225994,229.88509168927973,0.971066454945281,126.54570435030593,0.0,0
5428,MEL_Z07,1649.0,27.857641,313.41947257418025,0.0,302.3038468063399,8.849576981794174,1
5429,MEL_Z07,1535.0,38.50897,116.79383921983609,0.0,425.99883659937564,86.11724640345035,1
5430,MEL_Z07,1570.0,46.47312,6.49560910018052,0.0,313.0328601319454,17.715127271413454,1
5431,MEL_Z07,1633.0,41.174335,130.70991383226428,1.5842812787973213,80.68498399013863,0.0,0
5432,MEL_Z07,1711.0,17.879038,221.8937746608814,0.0,177.3093621753055,0.0,0
5433,MEL_Z07,1616.0,29.776241,119.44607588068865,0.0,317.74536762157226,0.0,0
5434,MEL_Z06,1581.0,8.219959,11.179585160000748,0.0,294.498564692325,0.0,0
5435,MEL_Z06,1604.0,15.649097,10.388372354427782,0.1460736851367911,164.29061202327804,17.723795446910035,1
5436,MEL_Z06,1694.0,33.711746,197.7835028957194,0.1521809470916233,161.50997854709178,6.797901049440391,1
5437,MEL_Z06,1785.0,28.634907,322.3333486971738,0.0,222.04174209242382,0.0,0
5438,MEL_Z06,1792.0,37.35807,288.0807292898712,6.270235947705218,0.0,0.0,0
5439,MEL_Z06,1842.0,29.374537,247.36305898634274,0.0,193.78660786699373,0.0,0
5440,MEL_Z06,1792.0,32.451366,218.16830669888424,2.5702458765765477,54.64952082719772,0.0,0
5441,MEL_Z06,1821.0,32.760345,201.62913188548202,0.0,271.18636037345476,0.0,0
5442,MEL_Z06,1858.0,35.629745,159.09978515430097,0.0,393.69498324273786,0.0,0
5443,MEL_Z06,1841.0,46.484325,91.12590744524911,0.0,407.87922936609516,0.0,0
5444,MEL_Z06,1844.0,17.035744,130.37666455094532,0.0,359.04040366287177,1.904123786397586,1
5445,MEL_Z06,1896.0,14.306578,170.72033962511307,0.0,463.20077442610494,0.0,0
5446,MEL_Z06,1914.0,20.262514,152.81673416527838,0.0,397.72066077517826,0.0,0
5447,MEL_Z05,1892.0,10.9249115,10.004545477224417,0.0,455.8272964720486,2.748390218247772,1
5448,MEL_Z05,1947.0,25.9983,22.0195517700629,0.0,598.5646647721646,0.0,0
5449,MEL_Z05,1999.0,23.391932,60.46317954440296,0.0,445.8521356882621,0.0,0
5450,MEL_Z05,2015.0,28.8219,83.4235116999178,0.0,387.1883806535648,0.09887657204254868,0
5451,MEL_Z05,2056.0,36.091606,11.799190948321035,0.0,362.6149722084959,31.735175048874332,1
5452,MEL_Z05,2121.0,41.820816,37.1900208995,0.09078840306089274,159.5663016285875,28.12278492355218,1
5453,MEL_Z05,2275.0,46.4516,111.13448132734445,1.592242768264447,131.22582648550073,2.963566982363924,1
5454,MEL_Z05,2229.0,60.363792,65.53663837583467,5.09960391847501,24.598369961651212,0.0,0
5455,MEL_Z05,2313.0,33.33187,190.28403703982647,10.150720179215233,73.16263028424044,0.0,0
5456,MEL_Z05,2361.0,29.93397,251.5246382447164,16.489834998040845,16.555758147130863,0.0,0
5457,MEL_Z05,2392.0,25.889185,340.15127595959495,0.5052005612950794,131.27941714889218,0.0,0
5458,MEL_Z05,2492.0,26.770657,370.42108340901115,1.9220785509455711,124.17881386908255,0.0,0
5459,MEL_Z05,2471.0,34.017326,230.78263374106967,1.492403619160984,79.31240076286393,0.0,0
5460,MEL_Z04,2443.0,24.578665,238.6142251312615,0.0,253.51752503416324,0.0,0
5461,MEL_Z04,2405.0,36.984924,82.77705348703341,0.0,153.90289218967948,0.0,0
5462,MEL_Z04,2389.0,7.062044,13.234943274566076,1.7418576720439505,21.223847201084652,0.0,0
5463,MEL_Z04,2483.0,24.899193,20.9906678187674,26.083817617799333,49.91404003717968,0.47036370124606275,0
5464,MEL_Z04,2526.0,26.34877,31.907176348939334,0.28574376014891606,126.61757364203369,0.0,0
5465,MEL_Z04,2522.0,5.139694,5.288917722897157,0.0,182.72199575643657,17.54117072401024,1
5466,MEL_Z04,2584.0,34.283466,95.35983624326985,9.683730465418657,0.0,11.611304517029712,1
5467,MEL_Z04,2691.0,34.992023,138.03865251855382,17.978060606377827,0.0,0.0,0
5468,MEL_Z04,2846.0,56.733074,227.92431419940226,14.10068062323971,49.4966486507992,0.0,0
5469,MEL_Z04,2912.0,35.63616,293.108190198732,7.49683884791767,50.30530504448325,1.4099821704120359,1
5470,MEL_Z04,3022.0,33.573967,345.2013805614379,15.91722790367727,13.37706263152435,2.5221688207811943,1
5471,MEL_Z04,3139.0,42.392643,375.95227918781575,16.937129541746245,31.41463178760588,11.224376049958375,1
5472,MEL_Z04,3203.0,49.237392,484.00712939371704,4.7446159961854555,38.400433635454526,0.0,0
5473,MEL_Z04,3425.0,24.837364,564.7368875670825,0.2368135063626081,74.89300256186232,0.0,0
5474,MEL_Z03,3264.0,41.169823,636.905719411273,12.269967878416534,0.0,9.664095600916294,1
